d_estado;D_mnpio;pob_total
Yucatán;Chikindzonot;4363
Yucatán;Chocholá;4863
Yucatán;Chumayel;3244
Yucatán;Dzán;6003
Yucatán;Dzemul;3622
Yucatán;Dzidzantún;8345
Yucatán;Dzilam de Bravo;2936
Yucatán;Dzilam González;6240
Yucatán;Dzitás;4015
Yucatán;Dzoncauich;2818
Yucatán;Espita;16779
Yucatán;Halachó;21255
Yucatán;Hocabá;6514
Yucatán;Hoctún;6384
Yucatán;Homún;8090
Yucatán;Huhí;5250
Yucatán;Hunucmá;35137
Yucatán;Ixil;4186
Yucatán;Izamal;28555
Yucatán;Kanasín;141939
Yucatán;Kantunil;5553
Yucatán;Kaua;3405
Yucatán;Kinchil;7530
Yucatán;Kopomá;2677
Yucatán;Mama;3296
Yucatán;Maní;5968
Yucatán;Maxcanú;23991
Yucatán;Mayapán;3965
Yucatán;Mérida;995129
Yucatán;Mocochá;3430
Yucatán;Motul;37804
Yucatán;Muna;13494
Yucatán;Muxupip;2990
Yucatán;Opichén;7080
Yucatán;Oxkutzcab;33854
Yucatán;Panabá;7766
Yucatán;Peto;25954
Yucatán;Progreso;66008
Yucatán;Quintana Roo;976
Yucatán;Río Lagartos;3974
Yucatán;Sacalum;4962
Yucatán;Samahil;5631
Yucatán;Sanahcat;1701
Yucatán;San Felipe;2118
Yucatán;Santa Elena;4220
Yucatán;Seyé;10053
Yucatán;Sinanché;3206
Yucatán;Sotuta;8967
Yucatán;Sucilá;3971
Yucatán;Sudzal;1949
Yucatán;Suma;1857
Yucatán;Tahdziú;5854
Yucatán;Tahmek;3774
Yucatán;Teabo;6921
Yucatán;Tecoh;17939
Yucatán;Tekal de Venegas;2683
Yucatán;Tekantó;3747
Yucatán;Tekax;45062
Yucatán;Tekit;11020
Yucatán;Tekom;3355
Yucatán;Telchac Pueblo;3512
Yucatán;Telchac Puerto;1915
Yucatán;Temax;7037
Yucatán;Temozón;16680
Yucatán;Tepakán;2133
Yucatán;Tetiz;5464
Yucatán;Teya;1917
Yucatán;Ticul;40495
Yucatán;Timucuy;7503
Yucatán;Tinum;12700
Yucatán;Tixcacalcupul;7888
Yucatán;Tixkokob;18420
Yucatán;Tixmehuac;5444
Yucatán;Tixpéhual;5690
Yucatán;Tizimín;80672
Yucatán;Tunkás;3684
Yucatán;Tzucacab;15346
Yucatán;Uayma;4191
Yucatán;Ucú;4049
Yucatán;Umán;69147
Yucatán;Valladolid;85460
Yucatán;Xocchel;3451
Yucatán;Yaxcabá;16350
Yucatán;Yaxkukul;3293
Yucatán;Yobaín;2215
Zacatecas;Apozol;6260
Zacatecas;Apulco;4942
Zacatecas;Atolinga;2277
Zacatecas;Benito Juárez;4493
Zacatecas;Calera;45759
Zacatecas;Cañitas de Felipe Pescador;8255
Zacatecas;Concepción del Oro;12115
Zacatecas;Cuauhtémoc;13466
Zacatecas;Chalchihuites;10086
Zacatecas;Fresnillo;240532
Zacatecas;Trinidad García de la Cadena;3362
Zacatecas;Genaro Codina;8168
Zacatecas;General Enrique Estrada;6644
Zacatecas;General Francisco R. Murguía;20191
Zacatecas;El Plateado de Joaquín Amaro;1579
Zacatecas;General Pánfilo Natera;23526
Zacatecas;Guadalupe;211740
Zacatecas;Huanusco;4547
Zacatecas;Jalpa;25296
Zacatecas;Jerez;59910
Zacatecas;Jiménez del Teul;4465
Zacatecas;Juan Aldama;19749
Zacatecas;Juchipila;12251
Zacatecas;Loreto;53709
Zacatecas;Luis Moya;13184
Zacatecas;Mazapil;17774
Zacatecas;Melchor Ocampo;2736
Zacatecas;Mezquital del Oro;2451
Zacatecas;Miguel Auza;23713
Zacatecas;Momax;2446
Zacatecas;Monte Escobedo;8683
Zacatecas;Morelos;13207
Zacatecas;Moyahua de Estrada;4530
Zacatecas;Nochistlán de Mejía;27945
Zacatecas;Noria de Ángeles;16284
Zacatecas;Ojocaliente;44144
Zacatecas;Pánuco;17577
Zacatecas;Pinos;72241
Zacatecas;Río Grande;64535
Zacatecas;Sain Alto;21844
Zacatecas;El Salvador;2509
Zacatecas;Sombrerete;63665
Zacatecas;Susticacán;1365
Zacatecas;Tabasco;16588
Zacatecas;Tepechitlán;8321
Zacatecas;Tepetongo;6490
Zacatecas;Teúl de González Ortega;5356
Zacatecas;Tlaltenango de Sánchez Román;27302
Zacatecas;Valparaíso;32461
Zacatecas;Vetagrande;10276
Zacatecas;Villa de Cos;34623
Zacatecas;Villa García;19525
Zacatecas;Villa González Ortega;13208
Zacatecas;Villa Hidalgo;19446
Zacatecas;Villanueva;31558
Zacatecas;Zacatecas;149607
Zacatecas;Trancoso;20455
Zacatecas;Santa María de la Paz;2767
